ME,Iteration,Pos,Pos,Pos,Pos,HT,WT,Age,League,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg
9.99166934554437,0,-1.15192253777339,-0.6845165811847,0.204709084232422,-3.36413535554186,-32.4203397017193,-13.6446039767303,55.4418614493047,3.24368333960363,-2.43844283406534,13.1559576027945,19.3629507501862,-206.5518977875,-5.65261826934907,-244.385823590523,4.9682969699407,-249.75865480038,-20.983644386458,-37.4753401185003,18.3197049854308,-12.8647131026624,14.4823490355993,10.4452670814229,-47.3060994107843,83.5838845270617,-20.6023858753094,184.380117585642,58.066611310838,-111.423646027315,-21.4898234632586,-33.0462914166477,4.09970128320361,557.524017580602,52.2149102532673,-124.604521531793,56.7809158701992
10.0217368886374,1,-1.12488157545902,-0.278443275672076,0.259721151590097,-2.91039118288352,-31.6464074793661,-14.138860249405,55.7548748415499,3.62928233985503,-1.78918091852021,13.5971030812345,24.2442532544764,61.1436413379164,-5.27124705435977,103.243258910953,9.03251879302631,104.60338708127,-21.2309638837145,-50.0633119748323,21.4585118882223,-13.8376305770124,9.63255334335369,19.3951260585826,-57.8482900422912,81.8008161347857,-13.7767600903675,132.407570819384,38.9237542727795,-56.7261895319277,-22.1003155916747,-33.0276907036003,7.96423603715307,-248.765858106799,60.4417460926154,-125.247399099826,59.3073731004425
10.0367412456321,2,-0.724717636847596,-0.940298649175383,0.363566376426544,-2.71959844344957,-34.2673242095001,-14.862884643685,55.9485832620103,2.98624961091229,-1.51774101452897,12.4735046936604,26.2077782447097,-471.262872606324,-5.52503110258844,-588.50017019783,8.294697865324,-589.449495983628,-21.0409086685041,-40.377554296933,22.5419665236866,-10.2130468032423,13.3474594550011,11.0365976421563,-57.1591061429118,89.9834473993898,-18.324728445169,134.766074242254,40.0038622451594,-58.6439140203385,-21.7645524323575,-37.5058663227441,4.84011767678963,1346.15306110551,51.7013046689737,-123.829328641297,60.491332318001
10.0062545422518,3,-0.735277814940952,-0.60063918349115,0.142886877541956,-2.99730293901147,-31.9537220787921,-11.6197689770977,55.0119215796367,3.23823331194041,-2.98138353314946,13.5693495453704,42.3193519804187,-632.016817669609,-3.53376754684007,-805.480317048891,16.7379690764602,-806.365962016452,-7.2513395005931,-34.0318593195199,14.8521484740735,-22.4266673358905,11.1187418653933,9.58983197256739,-84.6306520681315,97.5450274380537,-13.2090654425357,327.672571907669,116.981518574242,-300.832541426773,-23.5362789414149,-27.2077387692215,14.4964103385435,1855.93571741599,44.1810905405834,-146.394744201415,70.1947494143554
10.0224087980622,4,0.301753545100024,0.008761149386853,0.621315309526116,-2.71140355266382,-32.0172043468785,-14.9404563913821,55.5117853149893,3.83802140278129,-2.13582459840944,12.6589782503353,39.8852272415406,-566.697632604258,-6.63315467060073,-695.075645239188,14.6454006527372,-694.108113330671,-25.3528084764522,-47.9252761636829,31.8854661496222,-15.485139829042,14.5019287901455,12.0005694127516,-68.8409716885315,59.2352831108069,22.2849471650739,250.711357309789,79.6726971853708,-168.192838565053,-17.2198058009962,-43.3974101358502,8.71818934977291,1596.11795137374,65.9144661653705,-130.428018576631,61.4717917151133
10.0243297849399,5,-0.691592287682405,-0.437445048872626,0.35256855770843,-2.58437778365547,-32.8978791856361,-15.454854541806,54.5008561557201,3.06693440974452,-2.22151040418985,13.8900296219308,18.3320687125303,-451.987427100193,-6.84777506794731,-554.611009249882,5.57693394496642,-553.728449540378,-22.9622544778838,-34.1343356185739,16.642178272965,-12.4730194925446,14.3510958097133,12.347024336209,-48.7568107034058,84.0864411289486,-8.12890945250341,171.383966883988,53.5400185205135,-93.9061143234993,-26.8031358453387,-31.3482088300237,4.82564686940308,1265.14035063599,41.7219016050137,-131.486890886961,59.2884639779643
9.98661776107894,6,-0.276128596867117,-0.52574988705906,0.997810325247879,-2.80840052800702,-31.7555300778246,-13.0573232009781,54.9699446270879,4.87650287471152,-3.06144516241104,13.3986079266459,21.718077861116,-406.233596356017,-3.18427535374265,-507.497098688724,9.5387050617767,-507.811820775131,-18.6495611348589,-44.4473939601272,16.178179444061,-17.9634917265056,12.041882395189,14.4388266443732,-54.2277734407845,72.1643391882541,-7.41701839286656,149.101012938058,40.5889897681712,-66.2893453692488,-21.731749232874,-26.8070522164647,9.78841252475395,1164.14152749701,61.430540342748,-137.427908268037,63.8457982717298
10.0292900498368,7,-0.336066710498491,-0.374300011905217,0.031679606592985,-2.36285493299926,-33.8925127638674,-12.9600914656182,54.8831856751136,3.89882962990562,-2.1287284936013,13.6194841941728,24.5142354228253,-607.727743466249,-5.58997508873832,-764.867186147907,10.400758716376,-763.424820406611,-21.2918585938447,-34.7867182034849,17.9673233851017,-10.680624645335,14.1959861952497,12.6033956194866,-62.0096317990771,88.1916165648631,-16.920666813134,162.011370209842,47.0859139891462,-82.1719675260402,-28.3636766500215,-31.3771271285968,3.99331630863007,1753.68500313847,46.8994029515701,-130.803359796617,60.71067223064
10.0234420792353,8,-0.068193553683148,-1.0363823867669,0.544415692737292,-2.72207573450616,-29.1706191099669,-20.386177098997,53.9668808285963,3.29669962356873,-3.73516050398251,14.2535452533966,25.6038049920478,-291.688379152987,-10.2729004481174,-329.634591292332,6.71567847566532,-333.30950383718,-21.9160462308083,-45.2184695294356,18.7708267073742,-20.5625239393545,15.5323264034989,19.4480124779916,-55.9236263404207,98.7978777203167,1.05534081774156,167.243150352977,47.2704327977711,-79.2058387137451,-31.4125164878264,-27.7207577032609,12.9221904582996,749.858692689518,61.1290716382269,-144.864468755277,65.3326929806115
10.0234507171216,9,-2.51320582970854,-1.02443159432251,0.447832093061489,-3.29323048791334,-31.6613016971533,-13.8272084708293,55.7769056020468,4.13545775876959,-3.13233989183157,14.1002168104432,25.5693125579214,-117.354753448992,-6.58812399841479,-115.088874249211,9.85022286515573,-116.53689962909,-25.0240235086224,-40.1953363116864,24.2546748500443,-9.72414575332977,11.262655550346,14.6340295187554,-58.4625961123288,68.8613475786505,8.7654151185238,257.392600476365,82.5662957558488,-173.211414915212,-27.1132136214663,-33.4975068313041,4.83485338520155,260.997612954869,57.3943913287088,-140.475859356727,65.4067461378902
,,-0.732023299836064,-0.589344546906277,0.396650507466521,-2.84737709406315,-32.1682840650704,-14.4892229016529,55.1766799336055,3.62098943017926,-2.51417573546897,13.4716776979985,26.7757061017772,-369.037747885421,-5.90988686006986,-450.189745679353,9.57611824214285,-450.989033323825,-20.570340886174,-40.8655595496776,20.2870980680582,-14.6231003204919,13.046697884349,13.5938680764296,-59.5165557748667,82.4250080791131,-6.62738314105464,193.706979272597,60.4700094419841,-119.060381041915,-24.1535068067229,-32.4935650057714,7.6483074231751,1030.07880762849,54.3028825587078,-133.556249911458,62.2830536016947
